
1,GAMESTAGE
2,GAMEMODE



51,LCOUNT

;战斗信息
101,BATTLEMESSAGE1
102,BATTLEMESSAGE2
103,BATTLEMESSAGE3
104,BATTLEMESSAGE4
105,BATTLEMESSAGE5
106,BATTLEMESSAGE6
107,BATTLEMESSAGE7
108,BATTLEMESSAGE8
109,BATTLEMESSAGE9
110,BATTLEMESSAGE10
111,BATTLEMESSAGE11
112,BATTLEMESSAGE12
113,BATTLEMESSAGE13
114,BATTLEMESSAGE14
115,BATTLEMESSAGE15
116,BATTLEMESSAGE16
117,BATTLEMESSAGE17
118,BATTLEMESSAGE18
119,BATTLEMESSAGE19
120,BATTLEMESSAGE20
121,BATTLEMESSAGE21
122,BATTLEMESSAGE22
123,BATTLEMESSAGE23
124,BATTLEMESSAGE24
125,BATTLEMESSAGE25
126,BATTLEMESSAGE26
127,BATTLEMESSAGE27
128,BATTLEMESSAGE28
129,BATTLEMESSAGE29
130,BATTLEMESSAGE30
131,BATTLEMESSAGE31
132,BATTLEMESSAGE32
133,BATTLEMESSAGE33
134,BATTLEMESSAGE34
135,BATTLEMESSAGE35
136,BATTLEMESSAGE36
137,BATTLEMESSAGE37
138,BATTLEMESSAGE38
139,BATTLEMESSAGE39
140,BATTLEMESSAGE40
141,BATTLEMESSAGE41
142,BATTLEMESSAGE42
143,BATTLEMESSAGE43
144,BATTLEMESSAGE44
145,BATTLEMESSAGE45
146,BATTLEMESSAGE46
147,BATTLEMESSAGE47
148,BATTLEMESSAGE48
149,BATTLEMESSAGE49
150,BATTLEMESSAGE50
151,BATTLEMESSAGE51
152,BATTLEMESSAGE52
153,BATTLEMESSAGE53
154,BATTLEMESSAGE54
155,BATTLEMESSAGE55
156,BATTLEMESSAGE56
157,BATTLEMESSAGE57
158,BATTLEMESSAGE58
159,BATTLEMESSAGE59
160,BATTLEMESSAGE60
161,BATTLEMESSAGE61
162,BATTLEMESSAGE62
163,BATTLEMESSAGE63
164,BATTLEMESSAGE64
165,BATTLEMESSAGE65
166,BATTLEMESSAGE66
167,BATTLEMESSAGE67
168,BATTLEMESSAGE68
169,BATTLEMESSAGE69
170,BATTLEMESSAGE70
171,BATTLEMESSAGE71
172,BATTLEMESSAGE72
173,BATTLEMESSAGE73
174,BATTLEMESSAGE74
175,BATTLEMESSAGE75
176,BATTLEMESSAGE76
177,BATTLEMESSAGE77
178,BATTLEMESSAGE78
179,BATTLEMESSAGE79
180,BATTLEMESSAGE80
181,BATTLEMESSAGE81
182,BATTLEMESSAGE82
183,BATTLEMESSAGE83
184,BATTLEMESSAGE84
185,BATTLEMESSAGE85
186,BATTLEMESSAGE86
187,BATTLEMESSAGE87
188,BATTLEMESSAGE88
189,BATTLEMESSAGE89
190,BATTLEMESSAGE90
191,BATTLEMESSAGE91
192,BATTLEMESSAGE92
193,BATTLEMESSAGE93
194,BATTLEMESSAGE94
195,BATTLEMESSAGE95
196,BATTLEMESSAGE96
197,BATTLEMESSAGE97
198,BATTLEMESSAGE98
199,BATTLEMESSAGE99
200,BATTLEMESSAGE100
