








;小队
101,TEAMMEMBER1
102,TEAMMEMBER2
103,TEAMMEMBER3
104,TEAMMEMBER4

;敌方小队
111,ENEMYMEMBER1
112,ENEMYMEMBER2
113,ENEMYMEMBER3
114,ENEMYMEMBER4

;战斗顺序
121,MEMBERORDER1
122,MEMBERORDER2
123,MEMBERORDER3
124,MEMBERORDER4
125,MEMBERORDER5
126,MEMBERORDER6
127,MEMBERORDER7
128,MEMBERORDER8
129,MEMBERORDER9
130,MEMBERORDER10

;战场数据
201,回合数
202,粉红之雾浓度
203,行动角色
204,选择技能
205,选择对象
206,对象可选
207,技能可选
208,进行回合
209,胜利
210,失败

;探索地图
301,章节
302,节点
303,目标章节
304,目标节点

401,房间1
402,房间2
403,房间3
404,房间4
405,房间5

501,房间编号1
502,房间编号2
503,房间编号3
504,房间编号4
505,房间编号5
